,DLSs01,DLSs02,DLSs03,DLSt01,DLSt02,DLSt03,DPSs202001,DPSs202002,DPSs202003,DPSt01,DPSt02,DPSt03,HLs202001,HLs202002,HLs202003,HLt01,HLt02,HLt03,SLTs202001,SLTs202002,SLTs202003,SLTt01,SLTt02,SLTt03,SLs01,SLs02,SLs03,SLt01,SLt02,SLt03,XSs202001,XSs202002,XSt01,XSt02,XSt03,XsSs202003
Zotu2872,0,0,1,1,0,2,0,0,0,0,0,0,10,3,11,3,0,0,4,0,1,5,0,0,6,5,4,0,0,0,4,2,1,0,1,2
Zotu2873,0,0,0,15,0,0,0,0,0,0,0,0,1,0,0,14,2,1,0,0,1,6,1,0,3,0,1,0,0,0,1,4,0,0,0,0
Zotu2874,0,0,0,111,3,5,0,0,1,31,0,3,6,6,41,4,7,2,1,0,0,2,5,11,0,1,0,6,1,1,0,0,4,1,1,0
Zotu2875,0,0,0,8,57,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,10,1,4,0,0,0,0,0,0
Zotu2876,0,0,0,11,68,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,11,0,13,0,0,4,0,0,0
Zotu2877,0,0,0,8,71,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,4,1,6,0,0,2,0,1,0
Zotu2878,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2879,3,0,1,1,3,36,0,0,0,0,0,0,2,0,26,3,0,1,3,2,4,0,0,0,5,1,42,1,0,2,3,0,2,1,1,3
Zotu288,7,1,28,190,49,63,0,0,0,232,73,599,42,7,15,138,32,11,11,16,11,1501,463,151,5,2,45,18,3,77,9,11,5,0,87,22
Zotu2880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Zotu2881,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,80,6,0,0,0,0,0,0,0,0,0,11,12,0,0,0,10
Zotu2882,0,0,0,0,0,0,0,4,0,0,0,0,0,17,8,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
Zotu2883,0,0,0,0,0,0,0,0,0,168,2,1,0,0,0,0,0,0,0,0,0,3,7,10,0,0,0,6,0,0,0,0,0,0,0,0
Zotu2884,1,0,5,42,31,12,0,2,0,1,0,4,5,0,0,8,3,2,1,0,1,10,5,0,3,1,1,18,4,15,0,1,2,4,2,1
Zotu2885,0,0,0,16,0,0,0,0,0,1,0,3,0,0,0,10,0,0,0,0,0,250,7,1,0,0,1,0,0,0,0,0,0,0,0,0
Zotu2886,4,14,9,3,0,0,1,5,1,1,0,0,7,0,0,1,0,3,1,1,0,0,0,1,14,4,8,2,0,2,2,2,2,1,1,4
Zotu2887,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,5,16,2,0,0,0,0,3,0,0,0,0,4,26,3,0,0,2,0,7,0
Zotu2888,0,0,0,17,86,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,13,3,13,0,0,0,0,0,0
Zotu2889,0,0,2,0,2,7,0,0,0,4,0,6,0,0,0,0,0,5,0,0,0,2,5,78,0,0,0,8,0,0,0,0,3,1,0,0
Zotu289,4,0,1,0,0,0,1884,697,562,0,0,0,0,18,0,0,0,0,330,0,1,0,0,0,52,1,3,0,0,1,257,75,0,0,2,45
Zotu2890,1,51,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,5,0,0,0,0,1,0
Zotu2891,0,0,0,0,0,0,0,0,1,55,0,0,33,8,2,0,0,0,3,0,0,0,0,0,18,0,0,2,0,0,0,1,0,0,0,1
Zotu2892,0,0,2,0,0,0,2,1,7,0,0,0,18,0,1,0,0,0,16,11,30,0,0,0,0,0,0,0,0,0,12,10,0,0,0,15
Zotu2893,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
Zotu2894,1,0,1,1,0,0,0,0,0,0,0,0,21,6,1,0,0,0,0,16,20,0,0,0,1,0,0,0,0,0,12,14,0,0,0,21
Zotu2895,0,0,0,0,0,0,0,0,4,0,0,0,10,15,3,0,0,0,0,22,25,0,0,0,0,0,0,0,0,0,12,19,0,0,0,26
Zotu2896,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,6,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,64,0,7,0
Zotu2897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,72,0,0,0,0,0,0,0,0,0
Zotu2898,25,8,28,1,0,1,5,13,20,0,3,1,0,7,1,0,1,1,8,1,5,3,0,1,49,1,14,0,0,1,7,5,0,3,2,12
Zotu2899,80,0,18,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,60,2,9,0,0,0,0,0,0,1,0,0
Zotu29,0,0,1,82,6,215,45,22,7,2,11,5,1058,1,4,117,11,277,151,1002,13812,54,4,105,5,0,0,0,0,6,621,842,1,1,7,895
Zotu290,1,0,0,0,0,0,61,36,7,0,1,0,25,16,20,0,0,0,26,55,12,0,0,0,0,0,0,0,0,0,122,50,0,0,0,11
Zotu2900,8,1,2,8,0,3,2,5,2,0,0,2,12,14,67,7,1,5,13,1,1,0,1,0,3,2,0,0,0,0,0,0,4,1,2,0
Zotu2901,0,0,0,4,78,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,1,4,0,0,0,0,0,0
Zotu2902,0,0,0,1,0,4,0,0,0,9,0,1,0,0,0,7,7,60,0,0,0,0,0,6,1,0,0,1,0,3,0,0,111,0,2,0
Zotu2903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2904,32,2,8,2,0,0,0,0,0,0,0,0,3,2,0,3,0,0,0,3,1,1,0,0,8,10,29,0,1,0,1,1,0,4,1,3
Zotu2905,5,0,7,6,3,5,3,4,2,0,1,0,1,2,0,3,0,0,2,6,0,2,0,0,3,2,1,28,2,7,11,10,0,1,2,1
Zotu2906,0,0,1,1,0,6,0,0,0,0,1,2,0,0,2,0,0,1,0,0,0,2,2,0,1,0,0,0,1,31,1,0,0,24,12,0
Zotu2907,0,0,0,0,0,0,2,8,5,0,0,0,0,9,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4
Zotu2908,0,0,0,0,0,0,0,7,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,9
Zotu2909,0,0,0,0,0,0,10,61,45,0,0,0,0,11,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Zotu291,0,0,0,0,14,0,0,0,0,40,24,2606,0,0,3,2,0,0,0,0,0,52,58,36,1,0,0,5,0,74,0,0,1,0,64,0
Zotu2910,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,2,0,3,0,0,0,0,0,0,0,0,2
Zotu2911,0,0,0,0,0,0,16,0,0,0,0,0,11,0,0,0,0,0,0,14,12,0,0,0,0,2,0,1,0,0,84,15,0,0,0,21
Zotu2912,0,0,0,1,2,1,0,0,3,2,0,0,2,0,0,2,1,1,3,0,0,0,4,0,1,1,0,2,1,0,4,2,1,0,0,0
Zotu2913,0,0,0,5,0,1,0,0,0,0,0,0,2,4,2,4,0,0,0,5,28,2,0,0,0,0,0,0,0,0,2,5,0,0,0,2
Zotu2914,0,0,0,4,2,5,0,0,0,0,0,1,0,0,2,54,0,7,0,0,0,5,2,4,0,0,0,0,0,0,0,0,4,21,19,0
Zotu2915,1,0,6,0,0,3,0,1,0,0,0,0,9,0,3,0,0,0,5,12,4,0,0,3,3,2,47,0,0,0,5,6,0,0,0,6
Zotu2916,5,1,24,0,0,1,0,0,0,8,0,0,16,1,2,11,1,7,2,3,4,1,0,0,4,11,0,5,1,0,1,2,35,0,9,1
Zotu2917,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,7,0,0,0,0,7,0,0
Zotu2918,9,9,2,0,0,0,0,4,3,0,0,0,11,1,1,0,0,0,5,0,1,0,0,0,3,42,25,0,2,0,2,4,0,4,0,2
Zotu2919,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu292,2,0,26,67,33,8,3,1,0,122,14,82,1,0,0,35,13,1,0,1,1,97,33,19,36,7,6,45,7,24,2,0,38,0,36,10
Zotu2920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Zotu2921,0,0,0,0,0,0,3,7,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,5
Zotu2922,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
Zotu2923,0,0,0,0,0,0,66,10,12,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
Zotu2924,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1
Zotu2925,0,0,0,0,0,0,3,0,5,0,0,0,6,9,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,1,33,6,0,0,1,67
Zotu2926,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu2927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0
Zotu2928,4,5,0,1,0,14,4,7,12,3,1,4,2,0,0,0,1,12,4,0,0,1,1,7,3,29,14,1,2,1,2,2,6,4,1,8
Zotu2929,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,13,1,0,0,0,0,0,0,0,3,0,0,33,4,0,0,2,0,5,0
Zotu293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0
Zotu2930,1,0,0,4,16,24,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,1,0,23,5,6,1,2,0,0,0,0,0,0
Zotu2931,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,8,0,1,0,0,0,0,2,0,0
Zotu2932,0,0,0,3,1,40,0,0,0,0,0,11,0,0,1,63,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,13,0
Zotu2933,0,0,3,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Zotu2934,0,0,0,15,15,7,0,1,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,2,68,0,0,0,0,14,0
Zotu2935,0,0,0,0,0,0,0,1,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,8
Zotu2936,0,0,0,0,0,0,8,2,3,0,0,0,33,0,1,0,0,0,4,28,32,0,0,0,0,0,0,0,0,0,20,35,0,0,0,17
Zotu2937,0,2,3,11,12,9,0,0,1,0,0,5,0,1,0,3,0,0,0,4,0,0,0,0,4,0,1,6,5,36,0,1,1,0,13,1
Zotu2938,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,5,23,11,0,0,0,0,4,0,0,0,1,0,0,1,0,0,5,0,12,0
Zotu2939,3,1,4,0,0,0,0,1,2,53,0,5,3,2,0,1,0,0,3,4,3,0,4,2,2,1,0,3,0,0,3,6,5,0,0,33
Zotu294,7,0,7,0,0,0,1,30,0,0,0,0,0,75,54,0,0,0,0,26,9,0,0,0,2,0,7,0,0,0,0,50,0,0,0,0
Zotu2940,0,12,1,0,0,4,1,0,5,0,0,0,2,2,2,2,0,0,5,3,2,0,0,1,9,2,4,1,0,1,1,2,3,0,5,1
Zotu2941,14,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,2,16,57,0,0,0,2,2,0,0,0,1
Zotu2942,3,0,1,0,0,0,0,0,0,18,63,17,25,30,51,19,1,5,14,1,2,8,8,14,4,1,8,2,4,0,1,0,11,2,7,0
Zotu2943,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,1,4,0,2,0,2,0,0,3,0,0
Zotu2944,0,0,0,0,0,0,3,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,5
Zotu2945,0,0,0,0,0,0,0,2,0,0,0,0,5,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2
Zotu2946,0,1,1,0,0,0,0,0,0,0,0,0,11,0,4,2,0,2,6,12,27,0,0,0,0,0,0,0,2,0,5,13,0,0,0,9
Zotu2947,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,114,11,0,0,0,18
Zotu2948,0,0,0,0,0,0,0,0,0,334,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,3,0,1,0,0,1,0,0,0
Zotu2949,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,31,7,14,0,0,0,2,0,0,0,0,0,15,0,0,0,0,323,0,23,0
Zotu295,2,0,1,5,0,0,48,68,39,0,0,0,6,59,14,1,0,3,10,47,32,2,0,1,0,0,1,0,2,0,51,67,0,0,0,35
Zotu2950,0,3,1,1,0,16,0,0,0,1,1,4,0,0,0,6,1,53,0,0,0,1,0,4,1,0,0,0,1,12,0,0,3,0,21,0
Zotu2951,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0
Zotu2952,12,11,75,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,4,2,0,0,0,9,3,8,0,0,1,10,8,0,1,0,15
Zotu2953,0,0,3,1,0,1,2,27,21,0,0,0,0,5,0,7,0,0,2,0,1,0,0,0,0,0,0,0,0,0,7,5,0,0,3,3
Zotu2954,0,3,0,0,0,0,9,2,8,0,0,0,7,37,4,0,0,0,10,31,10,0,0,0,0,0,0,0,0,0,11,3,0,0,0,7
Zotu2955,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,1,0,47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2956,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Zotu2957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Zotu2958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0
Zotu2959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0
Zotu296,8,0,3,0,0,0,0,1,4,0,0,0,8,6,1,0,0,0,8,0,0,0,0,0,4,0,0,0,13,0,0,1,0,16,0,9
Zotu2960,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Zotu2961,0,0,0,0,0,0,0,0,0,0,0,0,100,7,13,0,0,0,18,5,9,0,0,0,8,0,0,0,0,0,8,10,0,0,0,7
Zotu2962,0,0,0,0,0,0,4,0,0,0,0,0,64,0,2,0,0,0,2,8,3,0,0,0,0,0,0,0,0,0,199,12,0,0,0,10
Zotu2963,0,0,0,0,0,0,0,5,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,3
Zotu2964,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
Zotu2965,0,0,0,0,0,0,0,0,4,0,0,0,8,2,0,0,0,0,0,18,27,0,0,0,0,0,0,0,0,0,11,7,0,0,0,14
Zotu2966,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,0,0,11,18,0,0,0,0,0,0,0,0,0,5,7,0,0,0,9
Zotu2968,0,0,3,0,0,0,0,0,2,2,0,0,7,8,6,0,0,0,0,7,10,0,0,0,2,0,8,1,0,0,5,5,0,0,0,12
Zotu2969,0,1,1,1,1,4,1,2,0,1,0,1,16,3,3,2,1,3,0,4,5,2,4,0,2,6,2,1,2,6,15,18,7,0,6,10
Zotu297,8,6,1,26,69,34,0,6,2,337,47,35,16,35,26,76,25,99,1,0,0,25,88,153,13,7,0,26,8,8,0,0,38,35,51,3
Zotu2970,29,1,19,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0
Zotu2971,11,0,11,12,2,2,0,2,0,0,0,2,6,1,2,6,1,4,1,0,0,2,0,1,21,3,3,5,0,4,1,0,0,0,4,1
Zotu2972,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,1,0,0,0,0
Zotu2973,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu2974,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,55,0,0,0,0,0,0,0,0,0
Zotu2975,0,0,0,4,9,7,0,0,0,1,1,32,0,0,0,2,0,0,0,0,0,4,4,1,0,0,0,4,1,40,0,0,3,0,5,0
Zotu2976,0,1,1,0,0,1,0,0,0,0,0,17,0,8,34,7,0,4,7,0,2,0,0,1,2,4,15,0,0,0,1,2,1,0,2,3
Zotu2977,0,0,0,0,0,0,1,7,5,10,36,5,0,6,2,0,0,0,4,0,0,6,11,7,0,0,0,0,2,0,0,2,0,0,0,4
Zotu2978,0,0,0,0,0,0,24,15,200,0,0,0,0,29,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
Zotu2979,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0
Zotu298,0,0,0,0,0,0,1,15,7,0,0,0,5,95,35,0,0,0,8,17,1,0,0,0,0,0,0,0,0,0,3,54,0,0,0,22
Zotu2980,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0
Zotu2981,2,0,15,0,0,7,0,11,0,0,0,0,8,0,0,4,0,19,0,2,6,0,0,3,1,0,13,0,0,0,3,27,3,0,3,5
Zotu2982,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Zotu2983,7,0,5,7,0,0,0,0,2,0,1,0,0,1,1,2,0,0,1,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0
Zotu2984,4,58,4,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0,6,2,0,0,0,41,3,0,0,0,5
Zotu2985,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0
Zotu2986,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,38,10,0,0,0,0,0,0,0,0,0,2,10,0,0,0,10
Zotu2987,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0
Zotu2988,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,8,35,0,0,0,0,0,0,0,0,0,10,14,0,0,0,14
Zotu2989,0,0,0,0,1,0,0,11,0,1,0,1,6,7,10,11,0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,12,4,0,2,0
Zotu299,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu2990,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu2991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,54,30,0
Zotu2992,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,9,5,1,0,0,0,0,3,0,0,6,0,3,25,2,0,0,3,2,1,1
Zotu2993,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,19,75,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,10,2
Zotu2994,18,5,26,22,9,13,4,5,2,6,1,5,12,2,4,8,5,2,6,6,7,5,4,0,10,12,29,6,2,16,10,13,6,9,7,13
Zotu2995,0,0,0,1,1,63,0,0,0,2,1,2,0,0,0,0,0,2,0,0,0,0,6,10,0,1,0,8,0,3,0,0,1,0,2,0
Zotu2996,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,14,21,0,6,0,1,0,0,5,0,0
Zotu2997,0,0,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2998,2,0,2,0,0,0,0,2,0,0,0,0,0,8,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Zotu2999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
Zotu3,4,51,6,0,0,0,11,0,9,0,0,0,15,1,0,0,0,0,0,13,5,0,0,0,80,50966,5118,0,41,0,188,5,0,32,0,13
Zotu30,0,0,0,0,0,0,576,3,2,0,0,0,5,2013,2776,0,0,0,4,847,304,0,0,0,0,0,0,0,0,0,414,5,0,0,0,4
Zotu300,3,0,0,0,0,0,0,0,1,0,0,0,275,1,1,0,0,0,2,245,737,0,0,0,2,0,0,0,0,0,88,156,0,0,0,188
Zotu3000,0,0,0,1,0,0,0,0,1,0,0,0,9,11,1,1,0,0,7,19,32,0,0,0,0,0,0,0,0,0,4,8,0,0,0,10
Zotu3001,0,0,0,28,3,1,2,0,0,1,0,0,8,0,1,6,0,0,1,20,24,0,0,2,0,0,0,4,0,0,19,10,0,0,0,3
Zotu3002,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,14,11,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0
Zotu3003,0,0,0,0,0,0,0,1,0,0,0,0,16,0,0,0,0,0,0,18,23,0,0,0,0,0,0,0,0,0,15,23,0,0,0,14
Zotu3004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu3005,0,0,0,8,0,1,0,0,0,1,0,0,0,0,0,15,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3006,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
Zotu3007,0,0,1,1,0,0,7,20,13,0,0,0,5,3,0,5,0,0,9,4,1,1,0,0,0,0,0,0,0,0,13,14,0,0,0,9
Zotu3008,1,0,0,111,4,10,0,0,0,0,0,0,1,1,4,9,0,1,2,0,0,6,0,1,0,0,4,5,3,3,0,0,0,2,1,0
Zotu3009,9,13,26,0,1,1,1,0,0,120,2,9,10,6,2,5,0,1,0,1,1,9,10,3,0,2,3,3,1,0,19,3,3,0,3,4
Zotu301,0,0,0,142,2,0,0,0,0,138,12,277,0,0,0,187,0,0,0,0,0,2461,147,24,0,0,0,2,0,1,0,0,0,0,0,0
Zotu3010,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,6,0,0,0,0,14,0,0,0
Zotu3011,0,0,0,19,118,3,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,56,0,0,0,0,8,1,13,0,0,0,0,0,0
Zotu3012,0,0,0,1,0,7,1,0,3,10,1,6,5,5,99,8,4,9,7,0,0,3,5,66,0,0,1,4,0,0,0,0,5,3,2,0
Zotu3013,68,0,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,13,0,0,0,0,0,0,0,0,0
Zotu3014,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,1,0,2,0
Zotu3015,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3016,13,1,9,3,1,2,3,3,6,1,0,1,21,4,1,2,1,1,5,15,49,1,0,1,1,7,16,0,0,5,16,7,12,0,1,15
Zotu3017,0,0,0,0,0,0,0,6,1,0,0,0,7,2,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Zotu3018,2,0,0,0,0,0,104,69,50,0,0,1,2,4,0,0,0,0,25,0,0,0,0,0,0,2,0,0,0,0,20,9,0,0,0,11
Zotu3019,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
Zotu302,1,1,0,0,3,0,1,0,3,43,1897,53,41,0,0,0,10,2,14,363,181,56,55,50,35,0,2,1,13,0,28,36,0,1,1,39
Zotu3020,0,0,1,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,4,6,57,0,0,0,0,0,0,0,0,0,20,14,0,0,0,13
Zotu3021,0,0,0,0,0,0,0,1,0,0,2,0,5,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,115,22,0,1,0,12
Zotu3022,0,0,0,0,0,0,0,0,0,1,4,0,1,0,1,4,0,1,2,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,4,1
Zotu3023,0,0,6,4,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0
Zotu3024,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1
Zotu3025,0,0,1,7,0,2,0,0,2,1,0,2,2,0,0,3,5,4,0,4,3,0,1,0,0,0,1,1,0,3,2,1,1,0,9,0
Zotu3026,2,21,6,0,0,0,8,11,0,0,2,0,5,3,0,0,0,0,4,3,2,0,0,0,0,0,1,0,0,0,4,5,0,0,0,1
Zotu3027,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,25,25,47,0,0,0,0,0,1,0,0,0
Zotu3028,16,4,40,0,0,3,3,1,1,0,0,1,25,0,0,0,1,1,1,3,9,0,0,1,10,2,12,0,0,0,10,12,3,0,0,4
