,DLSs01,DLSs02,DLSs03,DLSt01,DLSt02,DLSt03,DPSs202001,DPSs202002,DPSs202003,DPSt01,DPSt02,DPSt03,HLs202001,HLs202002,HLs202003,HLt01,HLt02,HLt03,SLTs202001,SLTs202002,SLTs202003,SLTt01,SLTt02,SLTt03,SLs01,SLs02,SLs03,SLt01,SLt02,SLt03,XSs202001,XSs202002,XSt01,XSt02,XSt03,XsSs202003
Zotu11247,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1125,0,0,0,0,0,2,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,1,4,0
Zotu11251,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu11254,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu11258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Zotu1126,0,0,4,60,3,8,0,0,0,6,1,0,0,0,0,11,1,7,0,0,0,20,4,6,2,0,3,8,2,5,0,0,23,0,1,0
Zotu11260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu11262,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
Zotu11263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu11264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu11266,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,11,0,1,0,0,0,1,1,0,0,0,0
Zotu11267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0
Zotu11268,0,1,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1
Zotu11269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Zotu1127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
Zotu11270,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,63,0,0,0,0,3,0,0,0,0
Zotu11271,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0
Zotu11272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0
Zotu11273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0
Zotu11274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Zotu11275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Zotu11276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
Zotu11277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
Zotu11278,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0
Zotu11279,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
Zotu1128,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,73,122,0,0,0,0,0,0,0,0,0,71,92,0,0,0,104
Zotu11280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,0
Zotu11282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
Zotu11283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
Zotu1129,0,0,0,0,0,0,14,0,0,0,0,0,1,1,0,0,0,3,1,15,7,0,0,0,0,0,0,0,0,0,24,2,0,0,0,0
Zotu11291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,2,2,0
Zotu11292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
Zotu11293,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0
Zotu11299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0
Zotu113,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,11,15,0,0,0,0,3,1,7,2,0,0,0,0,0,0,4,0,9,0
Zotu1130,0,0,0,0,0,0,5,15,14,0,0,0,8,44,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,23,0,0,0,16
Zotu11300,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,6,4,0
Zotu11301,0,0,0,1,0,1,0,0,0,5,5,306,3,0,9,14,0,2,3,0,0,2,1,19,0,0,0,2,0,9,0,0,3,353,240,0
Zotu11302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Zotu11303,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0
Zotu11304,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu11305,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu11306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu11307,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu11308,0,0,1,5,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu11309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu1131,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
Zotu11310,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Zotu11311,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,2,1
Zotu11312,1,0,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1
Zotu11313,0,0,0,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2
Zotu11314,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu11315,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu11316,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0
Zotu11317,0,1,3,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,5,0
Zotu11318,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu11319,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1132,0,0,0,0,0,0,0,0,0,20,330,25,0,0,0,0,0,0,0,0,0,19,22,16,0,0,0,0,7,0,0,0,0,0,0,0
Zotu11320,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu11322,4,0,0,1,0,0,0,1,1,0,0,0,10,7,1,1,0,0,2,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2
Zotu11323,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu11324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu11325,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
Zotu11327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu11328,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu11329,0,0,1,0,2,0,0,0,0,2,0,0,1,0,1,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Zotu1133,0,0,23,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0
Zotu11330,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu11331,0,0,1,7,0,3,1,0,0,2,1,1,16,0,1,2,0,1,0,13,5,0,0,3,1,0,0,4,1,0,5,10,3,0,0,8
Zotu11332,0,0,0,4,0,0,0,0,1,0,0,0,1,8,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2
Zotu11333,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu11334,0,0,0,7,5,2,0,0,0,2,1,1,0,0,0,0,0,4,1,0,0,2,1,0,0,0,0,0,1,1,0,0,1,1,1,0
Zotu11335,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu11336,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,6,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0
Zotu11337,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu11338,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu11339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0
Zotu1134,0,0,0,0,0,0,0,3,23,0,0,0,0,49,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,50
Zotu11340,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Zotu11341,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu11342,2,0,0,3,7,0,1,0,3,0,0,0,3,3,1,1,2,0,0,2,0,0,1,0,0,0,1,0,0,1,2,1,0,0,2,2
Zotu11343,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0
Zotu11345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu11346,2,0,0,1,0,0,0,0,0,2,0,1,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,4,0
Zotu11347,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu11348,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1135,0,2,4,52,23,44,0,0,0,0,0,20,1,0,0,6,1,2,0,0,0,1,0,0,3,0,1,46,8,236,0,0,3,0,43,0
Zotu11350,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
Zotu11351,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,3,11,0,0,0,0,0,0,0,0,0,0,0,0
Zotu11352,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Zotu11353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu11354,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0
Zotu11355,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,0,0,2,0
Zotu11356,3,0,1,0,0,0,4,1,0,1,0,0,3,0,2,0,0,0,6,0,2,0,0,0,0,4,1,0,0,0,4,2,0,0,0,0
Zotu11357,1,0,1,1,0,4,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,1,0,1,0,4,0,0,0,0,0,1,0,0,2
Zotu11358,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Zotu11359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1136,52,162,125,1,1,1,0,0,0,0,0,0,2,0,0,4,1,1,0,1,0,0,1,0,44,23,26,0,15,1,0,0,2,16,4,0
Zotu11360,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu11361,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu11362,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Zotu11363,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0
Zotu11364,11,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Zotu11365,31,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
Zotu11366,8,0,2,3,1,2,0,0,1,0,0,0,1,6,13,4,1,3,2,1,2,2,0,1,1,0,0,0,1,0,0,0,0,0,2,0
Zotu11367,3,3,11,0,0,1,1,1,1,0,1,0,3,0,1,0,0,1,2,2,0,0,0,3,2,0,0,1,0,0,1,0,0,0,0,1
Zotu11368,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu11369,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Zotu1137,0,0,0,0,0,0,13,23,7,0,0,0,32,23,41,0,0,0,44,19,3,0,0,0,0,0,0,0,0,0,4,6,0,0,0,4
Zotu11370,50,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
Zotu11371,6,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
Zotu11372,20,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu11373,141,0,9,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1
Zotu11374,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,1,0,0,0,0
Zotu11375,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Zotu11376,7,0,1,2,0,5,0,0,0,1,0,0,1,3,3,4,0,3,0,3,0,0,1,0,4,2,3,0,0,0,1,1,2,0,3,1
Zotu11377,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0
Zotu11378,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu11379,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
Zotu1138,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu11380,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu11381,2,1,8,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu11382,7,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0
Zotu11383,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
Zotu11384,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0
Zotu11385,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
Zotu11386,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
Zotu11387,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0
Zotu11388,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Zotu11389,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0
Zotu1139,3,1,24,11,13,8,0,0,0,3,1,0,0,2,1,5,31,5,0,1,0,0,4,0,2,4,5,12,172,16,0,0,3,0,14,1
Zotu11390,2,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
Zotu11391,2,0,3,0,0,0,0,0,0,0,0,0,15,0,5,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,4
Zotu11392,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0
Zotu11393,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Zotu11394,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0
Zotu11395,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu11396,2,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,0,0,0,0,2,0
Zotu11397,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1
Zotu11398,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,1,0,0,0
Zotu11399,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu114,271,414,694,152,3462,251,147,233,203,96,69,59,490,364,139,129,138,71,162,237,525,28,85,182,280,345,831,301,48,547,698,293,1407,53,229,374
Zotu1140,1,2,0,22,1,1,3,2,2,12,3,5,103,0,19,29,1,1,26,39,9,19,2,0,16,1,0,10,3,1,17,23,11,3,2,16
Zotu11400,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Zotu11401,27,13,6,0,0,0,0,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu11402,7,0,4,0,0,0,0,1,0,0,0,0,0,8,0,1,0,2,2,4,1,0,0,0,4,0,10,0,0,0,1,0,0,0,0,1
Zotu11403,1,6,3,0,0,0,2,1,29,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,4
Zotu11404,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,1,0,0,0
Zotu11405,4,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
Zotu11406,0,0,0,0,0,0,0,5,2,0,0,0,0,5,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2
Zotu11407,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu11408,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu11409,0,21,0,0,1,1,2,1,1,0,0,2,0,0,2,2,0,1,1,0,0,0,0,1,1,0,1,0,0,1,3,3,0,1,0,1
Zotu1141,0,0,0,0,0,0,0,0,0,539,1,2,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,3,0,0,0,0,1,0,0,0
Zotu11410,0,10,1,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,1,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5
Zotu11411,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu11412,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
Zotu11413,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu11414,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu11415,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Zotu11416,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Zotu11417,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Zotu11418,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,0,0
Zotu11419,0,4,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1142,0,0,0,0,0,0,4,10,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,0,0,0,20
Zotu11420,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu11421,0,2,0,1,2,0,0,1,2,0,0,1,1,2,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,1,0,0,0,0,0,1
Zotu11422,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu11423,0,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0
Zotu11424,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Zotu11425,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu11426,0,16,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0
Zotu11427,0,2,1,0,0,1,0,0,1,0,0,0,4,0,0,3,1,0,1,1,2,0,0,2,2,0,0,0,0,0,1,0,1,0,4,0
Zotu11428,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
