,DLSs01,DLSs02,DLSs03,DLSw202001,DLSw202002,DLSw202003,DPSs202001,DPSs202002,DPSs202003,DPSw202001,DPSw202002,DPSw202003,HLs202001,HLs202002,HLs202003,HLw202001,HLw202002,HLw202003,SLTs202001,SLTs202002,SLTs202003,SLTw202001,SLTw202002,SLTw202003,SLs01,SLs02,SLs03,SLw202001,SLw202002,SLw202003,XSs202001,XSs202002,XSw202001,XSw202002,XSw202003,XsSs202003
Zotu4093,0,0,0,1,2,8,1,3,3,2,6,0,20,7,6,1,0,2,22,13,12,0,1,2,0,0,0,0,0,0,2,7,1,4,0,6
Zotu4094,0,0,0,2,0,0,0,0,0,0,0,0,0,8,1,19,6,3,0,1,0,0,0,0,0,0,0,0,3,0,0,4,2,2,4,0
Zotu4095,0,0,0,0,0,0,0,0,6,0,0,0,4,13,0,0,1,1,0,9,5,0,10,0,0,0,0,0,0,5,5,3,0,0,0,34
Zotu4096,0,0,0,0,4,4,1,16,26,0,0,0,0,1,0,2,0,0,7,0,0,1,1,0,0,0,0,0,0,6,0,4,0,0,0,0
Zotu4097,5,0,0,0,2,4,7,18,26,0,0,0,1,5,0,2,0,0,10,0,0,0,13,0,0,0,3,1,2,7,0,1,0,0,1,6
Zotu4098,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0
Zotu4099,0,0,0,0,0,0,0,6,0,8,4,6,0,0,0,2,0,0,0,0,0,34,12,11,0,0,0,0,2,0,0,3,0,0,0,0
Zotu41,1,0,2,14,3,0,2,12,11,16,16,20,0,20,3,24,19,17,0,3,0,118,180,19,1,0,8,124,76,56,4,15,29,1,5,9
Zotu410,0,0,0,53,29,11,0,7,0,36,16,0,0,11,10,121,660,351,0,57,11,5,0,0,0,0,0,78,74,55,0,8,56,30,6,2
Zotu4100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4101,0,0,0,0,0,6,0,0,0,0,6,0,22,1,0,0,0,14,0,21,62,0,0,0,0,0,0,0,0,0,7,17,3,13,0,28
Zotu4102,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,4,0,0,0,0,0,0,0,0,0
Zotu4105,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4106,0,0,0,0,4,2,3,6,6,0,0,0,0,1,0,1,0,0,0,2,0,1,1,0,0,0,2,0,0,5,2,8,0,0,0,10
Zotu4107,8,36,36,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0
Zotu4108,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Zotu411,0,0,0,124,28,21,17,49,12,219,264,150,0,25,2,60,162,222,0,50,30,142,126,78,0,0,0,336,370,242,36,64,22,28,37,35
Zotu4110,28,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu4111,9,1,6,1,0,3,7,3,17,0,0,0,2,0,2,1,0,0,6,2,1,0,3,0,0,3,9,0,0,1,2,0,0,0,1,3
Zotu4112,3,0,1,0,0,1,0,0,0,0,2,0,2,0,0,0,0,1,0,1,5,0,0,0,5,10,25,0,0,0,0,0,0,1,0,2
Zotu4113,5,0,6,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,5,7,34,0,0,1,0,0,1,1,0,0
Zotu4114,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,37,0,0,0,0,0,0,0,0,0
Zotu4115,0,0,0,1,4,0,0,0,0,3,0,0,0,1,0,6,18,10,0,5,0,2,0,0,0,0,0,5,5,2,0,0,4,0,0,0
Zotu4116,4,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,0,0,0,0,0,0,0,0,0
Zotu4117,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,13,5,0,1,0,0,1,0,0,0,4
Zotu4118,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,61,0,0,0,0,0,0,0,0,0
Zotu4119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu412,0,16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,2,0,0,1,0,779,1,0,0,0,0,0,0,0,0,3
Zotu4120,0,0,0,11,0,1,2,4,3,0,0,0,0,2,0,4,5,7,0,0,1,4,3,0,0,0,0,18,18,21,0,3,0,0,3,5
Zotu4121,0,0,0,3,0,0,2,3,2,0,0,2,0,0,0,4,5,10,0,0,0,3,1,0,0,0,0,17,11,11,2,5,1,1,4,4
Zotu4122,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4123,0,0,0,1,3,0,0,1,0,0,0,0,0,5,2,20,14,8,0,2,1,5,0,0,0,0,0,2,3,2,0,6,5,1,5,0
Zotu4124,0,0,1,0,1,7,6,19,40,0,0,0,0,2,0,1,0,0,15,0,0,1,3,0,0,0,1,0,0,2,0,1,0,0,0,14
Zotu4125,0,0,0,0,0,0,0,0,0,8,8,16,0,0,0,0,0,0,0,1,0,0,4,3,0,0,1,3,0,0,3,0,0,1,3,0
Zotu4126,1,0,1,0,0,7,0,0,0,0,1,0,3,0,0,0,0,4,1,6,28,1,0,0,4,0,5,0,0,0,6,4,0,1,1,7
Zotu4127,0,0,0,0,0,2,0,0,0,0,8,0,12,0,0,0,0,10,0,7,22,0,0,0,0,0,0,0,0,0,9,7,0,7,0,18
Zotu4128,0,0,0,0,0,4,0,0,0,0,4,0,3,0,0,0,0,12,0,7,4,0,0,0,0,0,2,0,0,0,7,7,0,2,0,8
Zotu4129,0,0,0,0,0,2,0,0,0,0,3,0,2,0,0,0,0,5,0,6,9,0,0,0,0,0,0,0,0,0,5,7,0,5,0,9
Zotu413,10,327,487,0,54,81,32,239,199,0,0,0,0,96,9,38,0,2,66,0,0,18,29,0,18,62,11,0,15,18,0,50,5,6,3,53
Zotu4130,0,0,0,1,0,1,1,0,0,15,30,14,0,0,0,0,3,4,0,2,2,10,8,8,0,0,0,8,1,0,4,0,3,2,1,0
Zotu4131,0,0,0,0,0,0,2,18,0,0,0,0,4,0,0,6,0,0,0,8,3,5,0,0,0,0,0,0,5,0,10,41,0,0,0,10
Zotu4132,0,0,0,0,0,0,1,9,0,0,0,0,1,13,8,35,1,1,0,0,0,6,0,0,0,0,0,0,8,1,0,7,2,3,4,0
Zotu4133,64,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4134,8,0,20,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,0,0,0,10,2,6,0,0,0,2,1,0,0,0,2
Zotu4135,0,0,0,2,0,0,0,2,0,0,0,0,14,6,4,0,1,0,9,2,1,0,1,3,7,0,0,2,0,0,2,5,0,0,0,3
Zotu4136,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,1,0,0,1,0,0,0,0,4,3,3,0,0,0,1,0,0,0,0,0,1
Zotu4137,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu4138,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,0,0,0,0,1,0,0,0,0
Zotu4139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
Zotu414,0,0,0,74,131,169,46,33,39,24,13,25,12,128,35,89,46,53,19,20,10,17,302,14,1,0,0,88,249,276,38,26,166,105,610,45
Zotu4140,37,1,17,0,0,0,0,0,0,0,0,1,3,0,0,4,0,0,0,4,0,0,0,0,2,0,1,1,0,0,9,11,0,1,1,0
Zotu4141,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,2,9,0,0,0,0,0,0,0,0,0
Zotu4142,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,2,5,0,0,0,0,0,0,1,0,0
Zotu4143,13,6,6,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,1,0,4,5,13,0,0,0,9,1,0,0,0,2
Zotu4144,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,0,0,0,0,0,0,0,0,0
Zotu4145,25,0,18,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,7,0,35,0,0,1,1,0,0,1,0,0
Zotu4146,1,8,0,0,3,3,4,10,10,0,0,0,0,2,0,4,0,0,4,3,1,0,1,0,0,1,0,0,1,3,0,15,0,0,0,6
Zotu4147,0,0,0,1,1,0,0,1,0,0,0,0,5,0,0,0,0,1,2,1,2,0,0,0,1,13,8,0,0,0,2,2,0,0,0,2
Zotu4148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0
Zotu4149,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu415,111,51,413,0,1,4,14,20,6,0,4,12,49,48,18,26,0,1,7,38,35,16,8,4,22,3,115,25,15,2,167,144,5,9,38,48
Zotu4150,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,30,0,0,0,0,0,0,0,0,0
Zotu4151,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4152,0,0,0,7,10,14,8,2,8,1,1,0,3,0,8,0,5,4,12,2,6,0,0,0,0,0,0,3,3,1,0,0,1,7,0,0
Zotu4153,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Zotu4155,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
Zotu4158,0,0,0,1,0,0,0,1,0,9,5,13,0,3,0,4,4,17,0,0,0,8,11,1,0,0,0,26,19,10,1,0,0,0,0,2
Zotu4159,0,0,0,7,5,12,7,5,4,1,7,0,6,0,5,2,4,13,11,1,9,2,1,4,0,0,0,6,3,5,0,3,0,12,0,0
Zotu416,20,0,15,0,6,3,33,0,3,0,0,0,0,0,0,1,0,2,5,0,5,0,0,0,1727,5,15,1,0,0,4,0,0,1,4,0
Zotu4160,0,0,0,5,3,3,0,2,7,3,4,0,3,1,4,2,7,7,2,2,1,4,5,4,0,0,0,8,7,9,0,5,1,0,0,1
Zotu4161,0,0,0,2,1,3,2,3,3,1,6,0,18,1,4,0,0,1,2,10,10,1,1,0,0,0,0,0,0,1,4,4,0,5,0,9
Zotu4162,0,0,0,1,3,1,1,1,0,7,5,7,0,3,3,2,2,0,0,6,0,1,1,5,1,0,0,3,1,1,0,0,3,2,2,0
Zotu4163,0,0,0,0,0,0,4,13,0,0,0,0,3,0,0,5,0,0,0,5,6,2,0,0,0,0,0,1,2,0,25,23,0,0,1,4
Zotu4166,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1
Zotu4167,0,0,8,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0
Zotu4169,14,1,12,0,1,1,4,2,5,0,0,0,2,4,0,1,0,0,1,2,3,0,0,0,3,5,7,1,1,0,11,11,0,0,2,7
Zotu417,81,6,66,1,4,6,14,16,10,1,0,0,2,1,0,2,0,4,4,9,2,4,4,0,13,125,4,0,0,0,4,9,2,1,1,10
Zotu4171,36,12,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Zotu4172,18,1,12,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,4,5,25,0,0,1,0,0,1,0,2,2
Zotu4173,62,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,8,0,0,0,0,0,0,0,0,0
Zotu4174,23,0,2,0,4,1,0,0,1,1,0,0,1,2,0,0,0,0,1,18,1,0,0,0,1,13,12,0,0,0,1,1,2,1,0,3
Zotu4175,43,0,77,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0
Zotu4176,30,0,13,1,0,0,0,0,0,0,0,0,11,0,2,0,0,0,1,1,2,0,0,0,1,0,15,0,0,0,0,0,0,0,0,1
Zotu4177,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,6,0,0,0,0,0,0,0,0,0
Zotu4178,3,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,6,0,3,8,0,0,0,0,3,35,0,0,1,0,4,0,1,1,5
Zotu4179,7,1,3,0,0,1,0,0,0,4,1,0,3,3,0,1,0,0,0,13,1,0,0,1,4,4,19,0,0,0,0,1,0,0,0,0
Zotu418,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Zotu4180,1,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4181,0,25,0,0,0,0,0,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,1,0,1
Zotu4182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Zotu4183,1,0,3,0,6,3,8,9,17,0,0,0,0,2,0,3,0,1,6,1,1,2,2,0,0,0,0,0,4,1,2,7,0,0,0,13
Zotu4184,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4185,0,0,0,1,0,0,0,0,3,0,0,0,0,6,0,1,3,3,0,0,0,2,6,0,0,0,0,6,12,15,0,1,0,0,3,3
Zotu4186,0,0,0,14,0,0,0,1,2,0,0,0,0,3,0,5,10,11,0,0,0,4,2,0,0,0,0,15,18,16,2,2,1,0,5,3
Zotu4187,0,0,0,2,1,1,1,0,0,0,0,0,3,0,3,0,0,4,3,7,6,0,0,0,0,0,1,0,0,0,0,3,1,1,0,3
Zotu4188,0,0,0,3,0,0,0,1,0,0,1,2,0,3,0,4,4,9,0,0,0,5,5,1,0,0,0,12,13,19,0,3,0,0,1,8
Zotu4189,0,0,0,2,1,0,0,2,1,4,2,4,0,7,0,3,1,2,0,1,1,3,3,0,0,0,0,13,34,27,2,7,0,0,0,6
Zotu419,0,0,0,0,0,1,4,36,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Zotu4190,0,0,0,0,8,17,25,68,21,0,0,0,1,2,0,6,0,0,19,2,0,5,1,0,0,0,0,1,4,0,0,16,0,0,1,2
Zotu4191,0,0,0,0,3,2,2,0,0,1,2,2,0,23,15,17,1,4,0,1,2,0,0,0,0,0,0,9,0,1,0,0,18,16,19,0
Zotu4192,0,0,0,2,2,1,2,0,0,34,17,47,1,0,0,0,0,2,0,2,0,18,17,19,0,0,0,8,0,0,0,0,1,0,0,0
Zotu4193,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,21,1,0,6,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
Zotu4194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,43,18,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0
Zotu4196,0,0,11,0,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,6,7,0,0,0,5
Zotu4197,8,12,14,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,3,1,0,0,0,0,6,0,3,2,0,0,6,1,0,1,0,2
Zotu4199,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu42,6,335,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,34,11,0,0,0,0,0,0,0,0,1
Zotu4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,1
Zotu4201,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Zotu4202,0,0,0,2,0,0,0,0,2,0,0,0,3,0,7,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Zotu4203,3,1,3,0,2,0,3,1,0,1,0,0,10,2,0,3,1,0,3,4,4,1,0,0,7,4,5,1,2,0,12,16,0,0,1,6
Zotu4204,7,9,21,1,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,1
Zotu4205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Zotu4206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu4208,3,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,4,4,16,0,0,1,0,0,0,0,0,1
Zotu4209,0,0,0,1,0,0,0,0,0,0,0,0,44,0,5,0,0,0,1,2,4,0,0,1,0,0,0,0,0,0,0,5,0,0,0,3
Zotu421,2180,184,1,0,1,7,0,0,0,1,6,0,0,0,0,0,3,6,0,155,55,0,0,0,10,2,5,0,0,0,4,9,2,4,0,4
Zotu4210,0,0,0,0,7,2,0,0,0,7,3,0,6,0,0,0,5,4,0,41,7,0,0,0,0,1,0,0,0,0,5,6,10,2,0,10
Zotu4211,0,0,0,1,0,5,0,0,2,0,6,0,11,21,4,11,1,4,1,6,17,0,3,1,0,0,0,0,0,1,3,7,8,9,1,17
Zotu4212,0,0,0,0,0,6,0,0,2,0,4,0,4,5,6,2,0,6,0,7,13,0,3,0,0,0,0,0,0,1,1,2,0,8,0,6
Zotu4213,0,0,1,0,0,4,0,1,1,0,4,0,7,0,0,0,0,3,0,6,39,0,0,0,1,0,0,0,0,0,5,5,1,3,0,11
Zotu4214,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,3,6,23,0,0,0,33
Zotu4216,0,0,0,0,0,0,0,0,0,3,2,1,0,2,3,4,3,6,0,2,1,3,0,0,0,0,0,2,5,2,0,0,40,22,13,0
Zotu4217,0,0,0,0,0,1,0,0,0,0,2,0,21,0,1,0,0,1,11,30,31,0,0,0,0,0,0,0,0,0,3,8,0,1,0,5
Zotu4218,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,37,22,0,0,0,0,0,0,0,0,0,0,0,0
Zotu422,0,0,0,0,1,1,5,31,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Zotu4221,0,0,0,5,0,2,0,1,1,1,1,0,4,8,3,6,0,1,4,0,0,0,0,4,2,2,6,0,0,1,1,5,2,1,7,4
Zotu4223,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Zotu4224,151,0,11,0,0,0,0,0,1,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,0,0,0,2,0,2
Zotu4225,1,6,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0
Zotu4226,28,0,6,4,0,0,0,0,0,0,0,0,36,0,5,0,0,0,6,0,1,0,0,4,2,0,2,0,0,0,4,1,0,0,0,6
Zotu4227,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4228,0,2,0,0,2,4,5,8,14,0,2,0,2,3,0,1,0,1,2,2,3,0,0,0,0,1,0,1,1,1,6,8,0,2,0,9
Zotu4229,1,1,5,0,1,1,0,0,0,0,8,0,2,0,0,0,0,6,0,4,12,0,0,0,1,6,10,0,1,0,3,1,0,2,0,1
Zotu423,0,19,0,0,0,0,1,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,126,1,0,0,0,0,0,0,0,0,0,0
Zotu4230,4,0,6,0,1,1,0,0,0,3,2,0,6,1,3,0,1,1,6,6,14,0,0,0,7,0,5,0,0,2,3,3,1,0,2,7
Zotu4232,0,0,0,3,1,3,0,0,0,1,0,0,1,1,3,20,14,1,1,5,1,1,0,0,0,0,0,5,5,2,0,0,3,1,4,0
Zotu4233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Zotu4236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4237,0,0,0,8,0,0,0,5,5,0,0,1,0,4,1,3,8,6,0,0,0,4,2,0,0,0,0,21,15,22,2,5,0,0,0,10
Zotu4238,0,0,0,5,12,20,11,13,14,0,0,0,27,0,8,0,0,0,60,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0
Zotu4239,0,0,0,0,11,8,13,15,23,0,0,0,0,4,0,6,0,0,23,2,0,2,2,0,0,0,0,0,2,1,0,2,0,0,0,6
Zotu424,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5,1,0,0,0,0,1,0,0,0,0
Zotu4240,0,0,0,3,0,5,0,0,1,4,5,3,0,0,0,5,2,6,1,4,0,1,6,0,0,0,0,6,7,2,0,2,3,7,2,1
Zotu4241,2,1,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,5,0,2,12,0,0,0,0,3,12,0,0,0,4,5,0,5,0,5
Zotu4242,0,0,0,0,0,2,1,0,0,10,27,28,0,0,0,0,0,1,0,2,0,0,6,5,0,0,0,0,0,0,1,0,0,0,1,0
Zotu4243,0,0,0,0,0,0,0,0,4,0,0,0,0,81,12,11,0,0,0,0,0,0,9,0,0,0,0,0,0,14,0,0,10,7,8,9
Zotu4244,4,4,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,8,10,0,0,0,0,1,0,0,0,1
Zotu4245,0,0,1,0,0,10,0,0,0,1,3,0,7,0,0,1,0,4,0,15,31,0,0,0,59,1,0,0,0,0,10,7,0,6,0,7
Zotu4247,1,0,5,0,1,2,2,5,4,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,2,0,5,2,0,0,0,1,0,0,0,0
Zotu4248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0
Zotu4249,0,10,12,0,2,1,1,8,2,0,0,0,1,1,0,0,0,1,3,2,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0
Zotu425,0,0,0,0,2,4,2,19,2,0,0,0,0,8,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu4250,0,0,1,0,0,0,0,2,2,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,3,7,0,0,1,1,2,3,0,0,0,8
Zotu4251,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4252,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0
Zotu4253,0,0,0,0,2,1,3,3,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2
Zotu4254,5,1,2,0,0,0,0,0,4,0,0,0,1,8,0,0,0,0,0,0,7,0,0,0,2,0,28,0,0,0,0,1,0,0,0,2
Zotu4255,1,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,12,19,0,0,0,0,0,0,0,0,0
Zotu4256,0,1,17,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4257,1,0,0,0,0,2,0,4,0,0,0,0,6,1,4,3,0,0,1,8,4,2,0,2,1,0,7,0,1,0,6,10,1,3,1,6
Zotu4258,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Zotu4259,0,0,2,0,0,0,4,1,0,0,0,0,2,2,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,34,3,0,0,2,0
Zotu426,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,42,0,0,0,1,0,0,0,0,0
Zotu4261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu4263,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu4265,0,0,0,5,0,0,0,2,1,0,0,0,0,2,0,1,4,9,0,0,0,5,0,0,0,0,0,8,21,20,1,4,0,0,0,2
Zotu4266,0,0,0,0,6,5,0,0,0,5,1,0,4,0,0,0,3,2,5,16,6,0,0,0,0,0,0,0,0,0,4,2,2,2,0,3
Zotu4267,0,0,0,4,0,0,0,0,12,0,0,0,3,33,7,11,0,0,0,0,0,0,9,0,0,0,0,0,0,5,2,2,7,10,11,12
Zotu4268,5,23,9,44,4,4,8,8,16,4,7,8,72,97,477,86,2,5,71,2,1,12,11,65,62,11,9,5,9,4,6,9,47,55,59,3
Zotu4269,0,1,0,1,2,4,1,3,2,1,3,0,28,16,7,7,0,3,7,29,7,0,1,0,0,0,0,1,0,1,6,6,2,4,1,14
