,DLSs01,DLSs02,DLSs03,DLSt01,DLSt02,DLSt03,DPSs01,DPSs02,DPSs03,DPSt01,DPSt02,DPSt03,HLs01,HLs02,HLs03,HLt01,HLt02,HLt03,SLTs01,SLTs02,SLTs03,SLTt01,SLTt02,SLTt03,SLs01,SLs02,SLs03,SLt01,SLt02,SLt03,XSs01,XSs02,XSs03,XSt01,XSt02,XSt03
Zotu7495,3,10,2,0,0,0,1,0,0,0,0,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,1,1,1,0
Zotu7496,1,6,5,0,0,0,1,1,1,0,0,0,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0
Zotu7497,1,21,32,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Zotu7498,0,15,2,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,2,6,0,0,0,0,1,0,0,0,0
Zotu7499,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu75,3,3,5,16,120,221,10,50,10,3,115,24,0,0,0,337,10,373,10,12,14,14,99,245,0,3,3,1,2,26,9,5,0,15,415,112
Zotu750,47,5,4,2,1,2,0,63,1,3,0,0,0,0,0,7,6,2,4,0,5,15,1,4,144,344,726,0,1,0,1,1,1,0,2,53
Zotu7500,0,0,0,3,8,9,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,1
Zotu7503,0,0,0,0,0,1,0,0,0,1,0,0,9,9,1,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,1,0
Zotu7505,0,0,0,0,0,0,0,0,0,0,0,0,16,9,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0
Zotu7506,0,0,0,1,0,1,0,0,0,2,1,16,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu7508,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
Zotu7509,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu751,0,0,0,19,168,36,0,0,0,33,18,16,0,0,0,35,0,106,0,0,0,4,18,18,0,0,0,31,0,46,0,0,0,44,79,0
Zotu7510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0
Zotu7511,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0
Zotu7512,3,2,1,1,0,0,1,1,1,0,0,0,0,0,0,20,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5
Zotu7513,0,0,0,0,0,0,1,2,1,2,0,2,0,0,0,1,0,3,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1
Zotu7514,2,0,1,0,0,0,0,2,0,1,0,0,5,1,0,2,5,0,2,0,0,0,0,0,4,0,1,0,0,0,1,4,2,0,0,0
Zotu7515,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0
Zotu7516,0,1,0,0,0,0,0,4,0,0,2,0,14,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,6,2,0,0,0
Zotu7517,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0
Zotu7518,7,0,3,1,12,0,0,1,0,0,0,0,5,1,2,0,0,0,2,0,0,0,1,0,6,6,18,2,0,1,0,0,0,0,0,0
Zotu7519,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0
Zotu752,0,1,0,38,82,64,0,0,0,38,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,541,1,75,0,0,0,77,8,0
Zotu7520,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7521,0,0,0,0,0,0,1,0,0,0,0,0,18,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0
Zotu7522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
Zotu7523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Zotu7524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7525,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Zotu7526,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,7,4,0,1,0,3,0,0,0,0,0,0
Zotu7529,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu753,8,5,8,8,1,0,383,8,9,0,0,0,176,131,233,56,1,3,11,14,20,10,0,0,2,3,2,0,1,0,82,28,38,2,18,45
Zotu7530,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Zotu7531,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu7533,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,5,0,0
Zotu7535,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu7536,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Zotu7537,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Zotu7538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,2,5
Zotu7539,0,0,1,0,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,0,0,0,0,2,0,0
Zotu754,200,53,43,15,10,62,9,10,5,0,0,4,22,24,88,19,96,37,3,5,13,6,1,20,108,175,136,9,0,11,41,23,59,9,12,2
Zotu7540,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
Zotu7541,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,3,0
Zotu7542,3,0,1,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,3,4,0,0,3,1
Zotu7543,0,0,0,0,0,0,5,22,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0
Zotu7544,0,1,9,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1
Zotu7545,2,0,4,1,10,4,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,10,1,2,0,0,0,0,0,0,0,0
Zotu7546,0,16,6,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0
Zotu7547,0,1,3,0,0,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Zotu7548,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,13
Zotu7549,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Zotu755,0,0,6,0,0,0,1,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0
Zotu7550,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7551,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7552,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7553,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
Zotu7554,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1
Zotu7555,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,4,0,0,0,0,13
Zotu7556,7,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,10,13,0,0,0,0,0,0,0,0,1
Zotu7557,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7558,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Zotu756,71,130,219,174,19,29,11,7,2,0,1,1,9,17,12,17,9,2,2,4,4,22,3,0,57,60,297,20,0,29,4,28,4,1,5,1
Zotu7560,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7561,0,0,0,1,9,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0
Zotu7562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,2,1,0,0,0,0,2,0,1,0,1,0,0,0,0,4,5
Zotu7565,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Zotu7566,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,2,0,0,2,0
Zotu7567,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,2
Zotu7568,0,0,0,0,0,0,0,0,0,0,0,0,5,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
Zotu7569,0,0,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Zotu757,9,6,10,12,48,7,0,1,22,0,8,6,5,3,3,2,0,2,8,7,7,1,27,1,4,12,8,10,7,44,19,28,17,0,23,15
Zotu7570,0,0,0,0,0,0,0,0,0,0,0,0,2,6,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,0,0
Zotu7571,23,1,3,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,1,0,0,0
Zotu7572,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7573,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7574,0,0,0,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0
Zotu7575,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu7576,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu7577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1
Zotu7578,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu7579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7,13,0,0,0
Zotu758,0,0,0,0,79,0,0,0,0,66,46,74,0,0,0,0,0,0,0,0,0,70,401,63,0,0,0,0,0,0,0,0,0,0,2,0
Zotu7581,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Zotu7582,0,0,0,2,1,0,0,0,2,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2
Zotu7583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7584,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7585,1,5,3,0,0,0,3,8,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,2,2,3,0,1,0
Zotu7586,0,0,0,2,0,1,0,0,1,1,0,4,0,0,0,5,0,0,2,0,2,1,2,0,0,0,0,0,0,0,1,0,0,0,3,2
Zotu7587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0
Zotu7588,8,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,5,23,0,0,0,0,1,0,0,3,0
Zotu7589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zotu759,0,0,46,0,0,0,0,1118,0,3,0,0,1,0,0,1,0,0,0,0,0,2,0,0,47,26,12,7,0,0,0,0,0,4,0,0
Zotu7590,14,0,2,0,0,0,0,1,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,11,2,0,0,0,1,2,0,0,0,0
Zotu7591,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu7592,2,0,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,2,14,0,0,0,5,0,0,0,0,2
Zotu7593,2,4,6,0,0,0,0,0,0,0,0,0,1,9,13,0,0,0,0,2,2,0,0,0,1,4,3,0,0,0,2,0,2,0,0,0
Zotu7594,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7596,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7597,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
Zotu7598,0,0,0,0,0,0,0,0,0,0,0,0,8,7,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0
Zotu7599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Zotu76,9,10,3,0,0,1,0,2,1,0,0,0,233,86,56,1,30,7,440,152,127,0,0,0,36,0,16,0,0,2,2,0,1,0,2,0
Zotu760,0,0,1,0,0,0,0,0,176,0,0,0,1,49,0,0,0,0,26,95,20,0,0,0,0,0,0,0,25,0,0,0,99,0,0,33
Zotu7600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu7601,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Zotu7602,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
Zotu7603,0,0,0,8,0,0,0,0,0,4,1,21,0,0,0,0,0,0,0,0,0,1,2,3,0,1,1,0,0,3,0,0,0,0,0,0
Zotu7605,0,0,0,10,4,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,1,0,1,1
Zotu7606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0
Zotu7607,0,0,0,0,0,0,0,0,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,13,0,0,0
Zotu7608,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0
Zotu7609,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,5
Zotu761,0,0,0,36,10,42,0,1,41,12,2,6,0,0,0,150,0,19,23,24,47,15,4,11,0,11,2,12,0,43,94,0,0,22,46,271
Zotu7610,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Zotu7611,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,0,1,0,0,2,0
Zotu7612,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0
Zotu7613,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
Zotu7614,0,0,0,3,0,1,0,0,0,1,1,0,0,1,0,3,0,0,0,0,0,9,4,0,0,0,0,0,0,0,2,0,0,0,0,0
Zotu7615,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,3,0,0,0,0,22,2,1,2,0,0,0,0,0,1,0,0,0,0,0
Zotu7616,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,5,0,0,0,0,1,0,0,0,0
Zotu7617,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
Zotu7618,7,4,3,0,0,0,0,0,0,0,0,0,3,13,2,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0
Zotu7619,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
Zotu762,3,0,2,3,5,8,9,2,0,6,5,1,9,12,58,8,4,9,1,0,1,5,5,7,5,6,2,3,0,1,7,3,2,3,22,0
Zotu7620,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7621,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7622,0,0,0,0,0,0,0,0,0,0,0,0,1,5,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,7,3,0,0,0
Zotu7623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Zotu7624,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu7625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7626,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Zotu7627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1
Zotu7628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu7629,0,0,0,14,2,0,0,0,5,0,0,0,0,0,0,77,0,3,0,4,3,7,0,0,0,2,0,2,0,1,3,0,0,9,11,30
Zotu763,1,0,1,62,54,53,0,11,0,62,0,0,2,2,2,1,10,2,0,0,0,2,0,0,1,0,0,729,0,61,0,4,10,70,0,0
Zotu7630,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,5,2,1
Zotu7631,1,0,0,4,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,1,2,0
Zotu7632,0,1,2,0,0,1,2,2,0,2,0,0,2,0,1,1,0,1,0,0,0,0,0,0,4,1,0,0,0,1,5,1,1,0,1,0
Zotu7633,0,0,0,0,0,1,4,6,0,0,1,0,0,0,0,1,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0
Zotu7634,7,15,15,0,1,0,1,6,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0
Zotu7635,6,0,3,0,3,0,0,0,0,0,1,0,1,1,1,0,6,0,0,0,0,1,4,0,4,29,38,0,0,0,0,1,4,1,0,0
Zotu7636,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Zotu7637,1,0,0,0,0,0,1,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0
Zotu7638,5,0,3,1,2,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,2,1,0,0,0
Zotu7639,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Zotu764,88,33,32,0,0,0,25,16,0,0,2,0,9,97,37,2,0,0,0,11,3,1,0,0,724,38,8,0,0,0,8,29,12,0,0,0
Zotu7640,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,11,15,11,0,0,0,0,0,0,0,0,1
Zotu7641,3,0,1,0,0,0,0,0,0,0,0,1,0,0,11,0,0,1,1,0,0,0,0,0,3,6,2,0,0,0,0,3,2,0,0,0
Zotu7642,0,1,1,0,0,0,0,1,0,0,0,0,2,0,12,0,0,0,1,0,1,0,0,0,3,0,8,0,0,0,1,0,1,0,0,0
Zotu7643,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Zotu7644,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0,0,1,0,0,0,0,0,1,11,0,0,0,6,5,1,0,0,0
Zotu7645,0,0,0,0,0,0,0,0,0,0,0,0,2,8,10,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0
Zotu7646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7647,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Zotu7648,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7649,0,0,0,2,3,20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,3,0,1,0,0,0,0,0,0
Zotu765,1,13,7,52,9,3,0,4,33,3,4,2,7,7,3,344,2,29,11,18,17,23,0,1,19,46,54,6,2,11,92,15,3,27,57,190
Zotu7650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu7653,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
Zotu7654,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,3,0,0,1
Zotu7655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
Zotu7656,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7657,0,1,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,2,0,3,0
Zotu7658,1,2,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,6,0,0,0,0
Zotu7659,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1
Zotu766,1,0,0,29,177,36,0,0,25,2,0,0,0,0,0,112,7,13,8,9,11,13,35,0,0,0,0,24,5,36,12,2,0,18,26,58
Zotu7660,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0
Zotu7661,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,24,7,0,0,0,0,0,0,0,0,0
Zotu7662,5,0,0,1,0,0,5,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu7663,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
