,DLSm01,DLSm02,DLSm03,DLSse01,DLSse02,DLSse03,DPSm01,DPSm02,DPSm03,DPSse01,DPSse02,DPSse03,HLm01,HLm02,HLm03,HLse01,HLse02,HLse03,SLTm01,SLTm02,SLTm03,SLTse01,SLTse02,SLTse03,SLm01,SLm02,SLm03,SLse01,SLse02,SLse03,XSm01,XSm02,XSm03,XSse01,XSse02,XSse03
Zotu602,14,6,11,7,3,8,16,17,10,1,28,0,13,3,5,4,1,3,62,92,1,6,7,7,24,18,23,5,9,1,17,9,14,2,28,1
Zotu6020,1,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,2,0,0,1,0,3,3,0,0
Zotu6021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu6023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6024,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6025,0,0,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,3,0,0,0,1,0,0
Zotu6026,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu6027,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6028,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6029,0,0,0,0,0,2,0,0,25,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu603,14,0,0,74,58,66,0,20,0,21,10,62,0,0,0,14,9,8,0,25,0,23,16,22,0,0,0,163,49,214,0,0,0,41,5,57
Zotu6030,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0
Zotu6031,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6032,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,7,0,0,0,0,0,4
Zotu6033,0,0,0,0,0,0,0,0,0,13,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Zotu6034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6035,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2,1,0,0,0,2,0,1,0,0,0
Zotu6036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0
Zotu6037,2,1,5,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,29,0,0,0,1,0,0,0,0,0
Zotu6038,5,8,40,1,1,0,1,5,3,1,0,1,5,6,1,0,1,0,1,0,1,0,2,0,1,1,4,0,0,0,0,0,0,0,0,0
Zotu6039,0,3,0,0,0,0,39,2,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,23,0,0,0,0,0,3,0,4,0,0,0
Zotu604,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,56,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu6040,0,1,1,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
Zotu6041,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0
Zotu6042,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6043,0,0,0,0,0,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
Zotu6044,0,1,1,3,7,2,1,0,1,0,0,0,0,1,1,15,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Zotu6045,0,0,3,0,0,0,0,7,0,0,1,0,2,0,0,0,0,0,6,2,0,0,0,0,15,3,0,0,0,0,2,1,4,0,1,0
Zotu6046,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
Zotu6048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
Zotu6049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21
Zotu605,0,0,0,0,98,0,0,0,0,0,1,1,1,0,0,0,83,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6050,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,5,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Zotu6051,6,1,1,0,0,1,2,0,1,0,0,0,0,3,1,0,0,0,1,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0
Zotu6052,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,25,0
Zotu6053,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu6054,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Zotu6055,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,5,2,3,0,0,0,1,2,0
Zotu6056,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,6,0,0,0,1,0,1
Zotu6057,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6059,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0
Zotu606,0,0,0,0,1,11,0,0,0,17,55,43,0,0,0,69,83,85,0,122,0,14,9,87,0,0,0,1,0,16,0,0,0,44,548,103
Zotu6060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0
Zotu6061,1,0,3,0,0,0,0,0,2,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,1,0,0
Zotu6062,0,3,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,17,1,2,0,0,0,1,0,1,0,0,0,1,1,2,0,1,0
Zotu6063,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1
Zotu6064,1,0,1,0,0,0,1,0,7,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0
Zotu6065,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6066,0,0,0,0,1,0,0,0,11,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6067,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,2,0,0,0,1,0,0
Zotu6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu607,1,0,0,5,2,3,0,0,0,565,79,175,0,0,0,0,0,0,0,12,0,43,31,58,0,0,0,81,0,87,0,0,0,51,0,15
Zotu6072,0,0,3,0,2,1,0,12,4,0,0,0,13,0,3,0,4,1,0,0,0,0,2,0,4,2,0,0,0,0,5,0,5,0,0,0
Zotu6073,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6074,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu6075,7,1,3,0,0,1,1,1,0,0,1,0,0,3,1,0,0,0,12,14,0,0,0,0,0,1,0,0,3,0,0,4,1,0,2,0
Zotu6076,2,0,1,0,0,0,35,2,1,1,0,0,2,0,1,0,0,0,21,1,1,0,0,1,2,2,1,1,0,0,2,1,5,1,0,0
Zotu6077,0,0,2,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Zotu6078,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Zotu6079,0,1,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,2,0,0,0,0,3,2,0,0,0,2,2,10,1,0,0
Zotu608,0,2,0,0,3,2,23,0,50,0,1,0,0,0,0,1,4,0,68,1,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0
Zotu6080,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu6081,0,0,2,0,0,1,3,0,2,0,0,0,0,0,1,0,0,2,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Zotu6082,2,0,2,0,0,0,0,3,0,0,0,0,2,6,1,0,0,0,0,2,1,0,0,0,3,11,1,0,0,0,4,0,2,0,0,0
Zotu6083,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6084,0,0,0,0,0,0,0,1,1,1,0,0,7,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,2,0,2,0,0
Zotu6086,0,1,1,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,2,0,3,0,0,0
Zotu6087,0,1,1,0,0,0,1,2,1,7,3,27,0,0,1,1,3,4,0,2,0,5,5,3,0,0,1,1,0,5,0,0,0,2,7,1
Zotu6088,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0
Zotu6089,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu609,50,24,405,0,0,0,0,315,385,0,0,0,65,28,37,0,0,0,1,0,2,0,0,0,50,19,41,0,27,0,34,0,20,0,1,0
Zotu6090,0,0,0,4,6,4,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0
Zotu6091,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Zotu6092,3,0,3,0,0,0,1,2,0,0,0,0,1,2,3,0,0,0,2,0,0,0,0,0,1,2,2,0,0,1,5,1,1,0,0,0
Zotu6093,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,31,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
Zotu6094,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,3,0,0,0,0,0,12,2,0,0,0
Zotu6095,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu6096,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0
Zotu6097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Zotu6098,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6099,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu61,0,0,0,1,0,0,32,0,1,20,0,0,0,0,0,12,27,22,6,0,4,2,0,1,0,0,1,25,0,0,0,0,0,420,31,30
Zotu610,11,12,9,3,0,0,14,11,15,3,2,0,17,7,5,2,0,0,15,9,3,3,0,1,8,8,68,5,18,0,72,2,18,5,1,0
Zotu6100,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6101,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,1,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0
Zotu6102,4,0,1,0,0,1,1,2,0,0,1,0,3,1,0,0,0,0,2,1,0,0,0,0,0,1,0,2,3,2,4,1,1,0,1,0
Zotu6104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,1,22,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1
Zotu6105,0,0,0,0,0,0,0,5,0,0,0,0,4,0,3,0,0,0,0,0,0,1,0,0,7,25,0,0,0,0,3,0,5,0,0,0
Zotu6106,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6107,1,0,0,0,0,0,4,1,3,0,1,2,1,0,0,1,0,0,5,4,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1
Zotu6108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
Zotu6109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0
Zotu611,15,0,0,14,9,17,0,22,0,86,17,48,0,0,0,11,27,4,0,10,0,2,3,3,1,0,0,220,158,134,0,2,0,34,60,30
Zotu6111,1,3,2,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu6112,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0
Zotu6113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6114,0,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu6115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Zotu6116,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu6117,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6118,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,1,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6119,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu612,20,22,9,1,0,0,8,29,16,2,9,2,31,4,23,1,0,0,5,27,5,2,0,1,28,145,20,5,2,8,52,16,78,2,7,3
Zotu6121,0,0,0,0,0,0,0,3,2,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1
Zotu6122,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6123,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,1,0,1
Zotu6124,0,2,1,3,0,0,0,1,0,0,2,1,5,0,1,0,0,0,1,2,1,1,0,0,1,0,0,2,0,0,8,1,3,0,0,0
Zotu6125,0,0,0,0,1,0,2,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Zotu6127,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu6128,0,0,0,0,0,2,0,0,2,0,2,1,0,0,0,0,0,0,0,1,0,0,3,13,0,0,0,0,0,0,0,0,0,2,14,0
Zotu6129,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0
Zotu613,9,5,12,2,2,4,27,7,36,12,0,1,42,3,10,0,1,1,27,20,8,0,3,8,7,31,32,12,2,1,12,5,12,19,3,1
Zotu6130,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Zotu6133,0,0,0,0,0,0,90,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0
Zotu6134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
Zotu6135,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Zotu6136,0,0,1,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0
Zotu6137,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,1,1,0,0,0,0,4,1,0,0,0
Zotu6138,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1,1,0,0,2,0,0,0,3,0,0,0,4,0,2,0,0,0,1,5,3
Zotu6139,1,0,2,0,0,0,1,0,5,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0
Zotu614,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,3,1
Zotu6140,0,0,0,0,0,0,0,0,2,1,3,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
Zotu6141,0,2,6,0,0,0,60,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,1,0,30,0,0,0,1,0,0,0,1,0
Zotu6142,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Zotu6143,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6144,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0
Zotu6145,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
Zotu6146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
Zotu6147,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6149,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,15,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,8
Zotu615,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6150,27,5,3,0,0,0,0,7,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0
Zotu6151,11,6,2,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,12,1,0,0,0,0,3,0,2,0,1,0,1,4,2,0,0,0
Zotu6152,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,2,0,0
Zotu6153,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Zotu6156,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,14,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu6157,1,1,1,0,1,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0
Zotu6158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0
Zotu6159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Zotu616,0,39,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,64,0,0,0,1,1,0,0,0,0,2,504,66,0,0,0
Zotu6160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Zotu6161,13,0,0,14,6,7,0,13,0,1,5,0,1,0,0,0,1,0,0,19,0,0,1,0,0,0,0,12,50,10,2,0,1,1,20,0
Zotu6163,1,18,6,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,1,0,0,0
Zotu6164,4,0,5,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0
Zotu6165,1,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,5,0,0,0,0,1,4,3,0,0,0
Zotu6166,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Zotu6167,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu6168,0,0,0,0,0,0,1,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0
Zotu6169,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu617,3,0,14,0,0,1,21,5,14,22,0,0,27,0,15,0,0,2,1089,42,22,1,0,1,2,8,0,23,1,1,1,20,0,16,0,0
Zotu6170,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6171,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6172,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,18,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3
Zotu6173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,4,7
Zotu6174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu6175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu6178,1,0,0,0,0,1,0,3,4,3,3,1,3,0,1,0,0,0,2,14,0,0,0,0,4,4,1,4,0,0,1,0,3,7,9,0
Zotu6179,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,9
Zotu618,0,0,0,0,0,7,0,0,0,10,21,92,0,0,0,44,44,77,0,17,0,9,7,120,0,0,0,0,0,50,0,0,0,69,176,489
Zotu6180,10,1,2,0,0,0,0,0,26,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Zotu6181,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0
Zotu6182,5,1,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,6,0,0,0,0,0,0,0,2,0,1,0,1,1,0,2,0,0
Zotu6183,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,5,8
Zotu6184,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6185,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6186,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,3,0,0
Zotu6187,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu6188,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0
Zotu6189,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Zotu619,0,0,0,0,0,5,0,0,0,3,15,24,0,0,0,65,78,55,0,45,0,5,6,56,0,0,0,0,0,24,0,0,0,41,488,217
