,DLSm01,DLSm02,DLSm03,DPSm01,DPSm02,DPSm03,HLm01,HLm02,HLm03,SLTm01,SLTm02,SLTm03,SLm01,SLm02,SLm03,XSm01,XSm02,XSm03
otu12977,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu12978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu12979,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu1298,13,6,7,0,0,1,47,28,27,0,2,0,29,6,35,56,23,244
otu12981,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
otu12984,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
otu12986,1,0,2,0,2,0,1,0,0,0,0,0,0,1,0,0,4,0
otu12987,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0
otu12988,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2
otu12989,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
otu1299,2,0,2,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0
otu12991,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0
otu12993,0,0,0,0,0,0,5,0,0,10,0,0,2,13,12,0,6,0
otu12994,1,0,0,0,1,0,0,1,0,1,0,0,0,5,6,2,0,1
otu12996,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
otu12997,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10,0,1,9
otu12998,1,2,3,0,0,0,6,1,2,0,0,0,3,8,15,2,6,2
otu12999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
otu13,506,49,521,23,1,88,505,16,196,10,13,7,327,25,162,248,21,140
otu130,31,4,5,11350,11,14,26,0,0,11,25,24,3,3,10,2,1,3
otu13000,0,0,0,0,0,0,4,2,1,0,0,0,0,0,2,3,3,18
otu13001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,9
otu13002,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,0,0,7
otu13003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,4
otu13004,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu13007,0,0,2,0,0,0,7,1,0,0,0,0,3,0,0,1,0,1
otu13008,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu13009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
otu1301,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13014,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu13015,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu1302,11,5,0,0,1,0,11,13,0,0,1,3,0,0,1,1,0,4
otu13022,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
otu13039,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1
otu1304,59,5,15,0,0,12,1,4,97,113,4,0,2,0,0,0,2,0
otu13042,1,0,1,3,0,0,5,1,1,1,3,5,0,0,0,1,0,1
otu13043,0,3,7,1,4,7,3,1,4,1,3,6,2,0,1,5,3,17
otu13044,0,0,4,0,0,0,4,1,3,0,0,0,0,0,0,1,0,0
otu13045,2,0,0,0,0,0,7,0,2,0,0,0,0,0,0,2,0,4
otu13046,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,1,0
otu13047,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,2,1,7
otu13048,0,0,0,0,0,0,2,0,0,0,5,0,0,3,0,0,1,0
otu13049,0,0,0,0,1,0,34,0,2,0,2,3,0,0,0,2,8,1
otu1305,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13050,1,1,0,0,0,0,15,0,0,1,0,0,11,1,0,1,0,4
otu13051,0,0,0,0,0,0,6,16,1,0,0,0,0,1,0,21,8,5
otu13052,6,1,2,1,1,0,5,2,15,0,13,1,1,12,3,8,134,9
otu13053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
otu13054,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0
otu13055,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0
otu13057,0,0,0,0,0,1,0,2,0,6,0,0,0,0,0,0,0,2
otu13058,0,1,0,0,0,0,2,2,2,0,0,0,0,0,0,15,0,6
otu13059,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,4,0
otu1306,0,0,0,0,4,1,0,0,0,0,0,2,0,0,0,0,0,0
otu13060,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,20
otu1307,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu13072,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu13073,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0
otu13076,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu1308,11,0,2,0,3,0,8,18,22,0,2,0,29,2,2,366,67,15
otu13084,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,1
otu13091,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13092,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu13095,0,0,0,0,0,0,0,0,1,48,1,0,0,0,0,0,0,0
otu13096,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
otu13098,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu131,1,4,116,0,0,0,0,0,52,0,0,0,104,0,0,66,0,0
otu1310,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13106,0,0,0,2,1,0,0,0,0,0,4,7,3,0,0,0,0,1
otu13107,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
otu13109,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu1311,5,0,6,1,0,0,8,0,28,0,0,0,0,2,2,0,3,2
otu13110,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
otu13112,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
otu13113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu13115,14,1,20,1,0,11,10,0,5,0,0,1,5,1,6,9,0,5
otu13118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu13119,2,1,9,0,0,0,0,0,6,1,0,0,1,0,3,0,0,0
otu1312,17,4,13,1,1,7,15,0,10,5,0,3,21,46,68,20,5,6
otu13120,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,1,1
otu13123,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
otu13126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1313,0,0,0,9,11,5,3,3,0,248,11,4,2,3,0,0,5,2
otu13132,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13135,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu13137,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13139,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0
otu1314,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
otu13142,0,0,0,1,0,0,0,0,0,6,0,5,1,1,0,0,0,1
otu13144,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0
otu13145,1,0,0,0,1,0,0,0,0,36,3,0,1,0,0,0,0,0
otu13146,9,2,0,0,0,0,2,2,0,3,1,0,0,1,0,0,0,0
otu13147,0,1,1,0,0,1,0,0,0,89,2,1,0,0,1,0,0,0
otu13148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu13149,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1315,0,0,0,0,0,0,1,0,0,0,1,0,33,0,0,29,0,0
otu13150,0,0,0,0,1,2,4,2,0,16,0,0,0,1,8,2,2,0
otu13152,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu13155,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0
otu13156,0,0,0,0,1,0,1,0,0,1,12,6,0,0,0,1,2,0
otu13157,0,1,0,1,0,0,0,0,1,0,1,7,2,2,2,0,3,3
otu1316,0,0,10,1,0,0,4,0,9,5,1,1,0,0,0,0,0,0
otu13160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu13163,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
otu1317,0,0,0,4,0,2,0,0,0,3,4,0,0,0,0,0,0,0
otu13175,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu13176,0,0,0,0,0,4,0,0,0,1,0,2,0,0,0,0,0,0
otu13177,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1318,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu13182,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
otu13183,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu13187,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,2,1,0
otu13188,3,8,13,0,24,0,0,3,0,3,1,0,15,113,156,0,13,6
otu13189,1,0,3,2,0,4,0,3,0,0,0,3,3,2,7,2,3,14
otu1319,4,1,3,5,3,3,2,2,2,31,3,1,7,10,16,1,3,5
otu13190,0,0,0,0,0,0,3,1,0,0,0,0,0,1,5,0,0,0
otu13191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu13195,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,1,1
otu13198,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13199,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu132,136,104,543,116,88,1709,124,214,106,836,361,1324,400,361,393,272,147,717
otu1320,59,6,9,0,16,0,22,43,59,0,12,25,36,12,7,403,74,23
otu13204,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu1321,0,0,2,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0
otu13210,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7
otu13214,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
otu13215,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu1322,30,6,25,3,0,0,3,0,11,2,16,25,3,5,9,0,0,0
otu13221,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
otu13222,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13223,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
otu13224,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
otu13226,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
otu13227,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0
otu1323,2,0,8,2,8,4,2,0,8,0,16,67,3,7,11,1,0,6
otu13230,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu13235,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5
otu1324,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13243,8,0,0,0,0,0,28,3,1,0,0,0,0,0,0,10,1,4
otu13244,1,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1
otu13245,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
otu1325,3,4,6,9,49,31,27,30,6,87,12,279,0,3,0,12,19,13
otu13250,2,0,2,1,0,2,0,1,1,0,2,4,6,1,4,8,2,1
otu13252,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
otu13256,1,2,2,0,0,0,0,0,0,0,0,0,0,1,2,1,5,0
otu13257,0,4,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0
otu13258,5,1,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0
otu13259,19,2,8,0,0,0,2,0,0,0,0,0,1,1,3,0,0,0
otu1326,0,0,0,3,0,0,0,3,0,0,1,0,0,1,1,0,2,3
otu13260,10,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
otu13261,2,1,3,1,0,1,2,1,1,3,1,0,11,0,6,1,0,1
otu13262,1,0,0,3,1,2,0,0,0,0,6,0,1,0,0,4,0,0
otu13263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13264,11,2,2,3,0,2,1,0,0,0,4,7,3,3,1,0,0,0
otu13265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
otu13266,6,3,8,38,5,0,2,1,11,1,11,11,19,8,25,1,1,5
otu13267,2,1,3,2,0,0,1,1,0,2,1,0,0,0,0,0,1,2
otu13268,51,5,0,0,53,2,1,2,0,7,2,1,1,1,0,0,1,1
otu13269,3,0,3,2,0,0,0,0,2,0,0,0,0,2,2,0,0,0
otu1327,0,20,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
otu13270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
otu13271,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu13272,7,4,2,0,7,1,0,0,0,0,2,0,0,0,4,0,0,0
otu13273,6,3,57,9,3,139,3,4,5,5,32,3,27,14,18,12,2,10
otu13274,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu13275,4,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,0,0
otu13276,1,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0
otu13277,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13278,0,0,4,0,0,11,0,0,2,0,0,0,0,0,1,0,0,0
otu13279,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0
otu1328,51,22,16,12,5,6,23,8,4,14,11,11,14,12,29,5,1,14
otu13280,1,4,1,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0
otu13281,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
otu13282,0,3,1,0,12,0,0,0,0,0,1,0,2,0,0,0,0,0
otu13283,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu13284,32,57,23,0,7,4,0,1,0,19,10,12,17,14,20,1,1,0
otu13285,1,22,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
otu13286,23,15,338,13,1,1,89,4,51,0,0,1,8,173,201,14,6,82
otu13287,0,2,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0
otu13288,0,5,1,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0
otu13289,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu1329,3,0,0,0,0,4,2,0,0,1,0,0,1,0,0,0,0,1
otu13290,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13291,13,125,15,0,0,1,0,0,0,12,1,5,23,12,20,0,1,0
otu13293,0,5,2,1,7,0,0,0,0,0,0,2,2,1,1,0,0,0
otu13294,0,1,3,0,0,0,0,6,1,0,0,0,0,0,0,1,0,1
otu13295,2,2,0,0,5,0,0,1,0,0,3,1,2,1,0,0,0,0
otu13296,1,2,1,0,1,0,6,1,1,0,0,0,13,0,1,7,0,1
otu13297,1,2,0,0,0,0,2,0,1,0,0,0,0,0,1,2,0,2
otu13298,2,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0
otu13299,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4,0,1,0
otu133,181,201,200,11,189,20,1,0,0,2638,29,13,210,2346,1795,0,95,46
otu1330,0,7,0,0,0,0,2,6,0,0,0,1,0,0,0,0,0,0
otu13300,4,5,2,10,0,1,1,1,1,0,5,2,29,3,7,3,0,0
otu13301,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
otu13302,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
otu13303,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13304,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
otu13305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
otu13306,0,2,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0
otu13307,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
otu13308,0,0,1,1,1,0,0,0,0,0,0,0,2,0,1,1,0,1
otu13309,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0
otu1331,3,2,4,3,2,6,1,1,0,0,3,2,12,0,2,10,0,0
otu13310,0,0,4,1,0,0,6,1,5,0,0,0,0,0,0,4,3,5
otu13311,2,0,5,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
otu13312,0,0,2,0,0,0,3,0,0,0,1,3,0,1,2,0,0,3
otu13313,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13314,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu13315,0,0,2,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0
otu13316,1,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1
otu13317,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13318,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13319,0,0,2,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0
otu1332,2,0,14,0,0,0,0,1,10,0,0,0,12,0,0,21,0,1
otu13321,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu13323,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu13327,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
otu1333,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0
otu13330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu13333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu13334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu13336,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu13337,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0
otu13338,1,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,1
otu13340,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
otu13343,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,7,0
otu13344,0,1,0,1,1,2,0,0,0,0,1,2,0,0,0,0,0,0
otu13345,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu13346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu13347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
otu13349,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu1335,0,0,15,1,0,0,0,0,13,0,2,0,0,0,0,2,0,0
otu13350,0,0,0,0,0,2,1,0,0,2,0,1,0,0,0,1,0,0
otu13352,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu13357,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu1336,0,0,0,10,1,1,0,0,0,6,4,0,0,0,0,0,0,0
otu13366,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu13368,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1337,3,1,14,3,11,24,16,7,6,19,44,15,7,8,14,8,2,29
otu13370,0,0,1,1,0,2,0,1,0,14,1,1,0,0,0,0,0,0
otu13371,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0
otu13372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu13373,1,0,3,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
otu13374,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
otu13376,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu13377,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0
otu13382,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu13383,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2
otu13386,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3
otu13388,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu13389,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
otu1339,13,1,0,0,0,0,17,1,3,4,0,1,0,0,0,4,0,5
otu13393,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13395,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
otu13397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu13398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu13399,0,1,0,1,0,0,3,0,2,0,0,0,2,0,0,0,0,1
otu134,166,111,247,234,179,496,1034,179,177,363,309,247,291,519,506,803,673,341
otu1340,6,5,18,2,24,6,14,10,9,5,6,7,12,5,5,38,3,10
otu13400,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu13401,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
otu13403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
otu13405,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13407,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
otu1341,0,0,0,1,0,0,1,1,2,0,2,0,0,0,0,2,1,0
otu13411,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0
otu13412,2,0,0,0,0,0,0,0,0,0,0,0,2,6,7,1,2,1
otu13413,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
otu13414,2,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
otu13415,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
otu13416,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu13417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
otu13419,0,0,0,1,0,2,0,3,1,0,2,0,0,0,0,0,0,0
otu1342,2,0,2,1,0,0,12,0,1,1,0,2,1,3,2,1,3,0
otu13420,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu13424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13427,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
otu13428,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
otu1343,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0
otu13431,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu13437,0,1,1,5,0,0,6,1,3,2,0,6,1,0,4,3,1,3
otu13438,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,3
otu13439,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
otu13440,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,1
otu13441,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
otu13443,0,0,0,2,0,0,1,0,0,0,0,1,0,0,2,1,2,0
otu13444,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
otu13446,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
otu13447,6,0,0,2,0,1,0,1,1,6,4,4,5,0,5,2,0,7
otu1345,6,0,5,2,3,2,3,0,5,6,9,5,9,2,6,6,2,6
otu13451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
otu13452,0,0,0,1,1,0,0,0,0,1,0,5,1,1,1,0,0,1
otu13454,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0
otu13458,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu13459,0,0,0,1,0,0,0,0,0,5,0,3,0,0,0,0,0,0
otu1346,0,5,1,0,25,0,0,0,0,0,1,6,0,1,1,1,0,0
otu13460,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu13461,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0
otu13462,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu13463,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
otu13464,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu13466,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu13468,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu13469,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
otu1347,0,0,0,0,0,0,1,0,0,1,2,0,0,0,2,1,0,8
otu13475,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
otu13476,0,0,0,0,0,0,0,0,0,4,3,2,0,0,0,0,0,1
otu13479,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu1348,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu1349,0,0,16,4,0,95,2,0,0,0,0,0,6,0,1,2,0,0
otu13491,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu13494,0,0,0,6,1,3,4,0,2,4,7,12,5,0,0,0,0,0
otu13495,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu13497,0,0,0,0,1,1,0,0,0,6,2,0,0,0,0,0,0,0
otu13498,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0
otu135,0,0,0,0,0,0,0,0,0,3,35,17,0,0,0,0,0,0
otu1350,0,0,0,14,0,0,0,0,0,14,0,0,0,1,0,0,1,1
otu13502,0,0,0,1,0,1,0,0,0,4,1,0,0,0,0,0,0,0
otu13503,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
otu13504,1,1,5,0,2,3,21,1,2,2,1,0,1,1,3,7,5,1
otu13505,3,0,0,1,0,0,3,0,1,0,1,1,1,0,0,0,0,0
otu13506,0,1,4,0,0,6,1,0,0,0,1,0,1,2,9,2,2,21
otu13507,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
otu13508,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
otu13509,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1351,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
otu13511,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13513,0,0,0,0,0,0,8,0,3,0,0,0,0,0,1,1,0,4
otu13514,0,0,0,0,0,0,37,2,3,1,0,0,0,0,1,7,0,3
otu13515,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,2,1,0
otu13516,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu13517,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
otu13518,1,0,0,0,2,0,2,2,1,0,0,0,1,0,0,1,0,0
otu13519,0,0,0,1,0,0,0,1,0,0,2,1,0,0,1,0,0,1
otu1352,462,45,7,0,0,0,18,0,0,0,0,0,13,39,29,0,4,0
otu13520,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,1,0,0
otu13521,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,2
